,Classification,Discipline,Position,query_text,MatchedUniclassTitle,MatchedUniclassCode,BiEncScore,CrossEncScore,Alternates_CE_Top3,IsConfident
2,Acradis PAA Salary,Design Management,Design Manager - North,Classification: Acradis PAA Salary | Discipline: Design Management | Position: Design Manager - North,Design manager,Ro_50_10_22,0.5543,-3.6704,"[{'title': 'Design roles', 'code': 'Ro_50', 'ce_score': -6.777615547180176}, {'title': 'Building design roles', 'code': 'Ro_50_10', 'ce_score': -7.7109551429748535}]",False
72,Experienced engineer 2,Environment,Sustainability Consultant,Classification: Experienced engineer 2 | Discipline: Environment | Position: Sustainability Consultant,Sustainability consultant,Ro_70_30_85,0.6831,0.0212,"[{'title': 'Environmental consultant', 'code': 'Ro_70_30_28', 'ce_score': -0.9715344905853271}, {'title': 'Sustainability assessor', 'code': 'Ro_70_30_84', 'ce_score': -3.3189005851745605}]",False
73,Senior drafter/modeller,Drainage,Drainage CAD,Classification: Senior drafter/modeller | Discipline: Drainage | Position: Drainage CAD,Drainage engineer,Ro_50_20_28,0.6144,-3.4184,"[{'title': 'Utilities surveyor', 'code': 'Ro_70_10_93', 'ce_score': -8.997435569763184}, {'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -9.186123847961426}]",False
74,Associate,Digital Engineering,Digital Engineering Expert - PW,Classification: Associate | Discipline: Digital Engineering | Position: Digital Engineering Expert - PW,Digital engineer,Ro_50_20_26,0.7178,0.9846,"[{'title': 'Telecommunication engineer', 'code': 'Ro_50_20_88', 'ce_score': -3.2496328353881836}, {'title': 'Electronics engineer', 'code': 'Ro_50_20_31', 'ce_score': -3.3951663970947266}]",True
75,Engineer 2,Alliance Wide PM,Document Controller,Classification: Engineer 2 | Discipline: Alliance Wide PM | Position: Document Controller,Electronics engineer,Ro_50_20_31,0.4601,-7.257,"[{'title': 'Systems engineer', 'code': 'Ro_50_20_86', 'ce_score': -7.515330791473389}, {'title': 'Mechanical services engineer', 'code': 'Ro_50_20_54', 'ce_score': -7.999180793762207}]",False
76,Acradis PAA Salary,Traffic Modelling,Reviewer,Classification: Acradis PAA Salary | Discipline: Traffic Modelling | Position: Reviewer,Traffic consultant,Ro_10_40_88,0.5744,-6.8837,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -7.193575382232666}, {'title': 'Information reviewer', 'code': 'Ro_30_10_45', 'ce_score': -7.618908405303955}]",False
77,Acradis PAA Salary,ALT,ALT Member,Classification: Acradis PAA Salary | Discipline: ALT | Position: ALT Member,Associate,Ro_10_10_05,0.4639,-9.5262,"[{'title': 'Principal accountable person', 'code': 'Ro_10_10_72', 'ce_score': -10.177282333374023}, {'title': 'Chief financial officer', 'code': 'Ro_10_10_16', 'ce_score': -10.200916290283203}]",False
78,Technical Director,Tunnels,Shafts Discipline Lead,Classification: Technical Director | Discipline: Tunnels | Position: Shafts Discipline Lead,Tunnel engineer,Ro_50_20_91,0.4792,-4.7699,"[{'title': 'Construction lead', 'code': 'Ro_30_50_19', 'ce_score': -4.8817596435546875}, {'title': 'Operation lead', 'code': 'Ro_30_50_61', 'ce_score': -5.367616176605225}]",False
79,Acradis PAA Salary,Traffic Modelling,Traffic Modelling Lead,Classification: Acradis PAA Salary | Discipline: Traffic Modelling | Position: Traffic Modelling Lead,Traffic consultant,Ro_10_40_88,0.5848,-5.3806,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -5.562707901000977}, {'title': 'Transportation manager', 'code': 'Ro_10_40_90', 'ce_score': -7.440394401550293}]",False
80,Engineer 1,Traffic Modelling,Traffic Modeller - North,Classification: Engineer 1 | Discipline: Traffic Modelling | Position: Traffic Modeller - North,Traffic engineer,Ro_50_20_90,0.7026,-1.403,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -3.505340099334717}, {'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'ce_score': -4.8904900550842285}]",False
81,Graduate Engineer,Traffic Modelling,Traffic Modeller - North,Classification: Graduate Engineer | Discipline: Traffic Modelling | Position: Traffic Modeller - North,Traffic engineer,Ro_50_20_90,0.7469,-2.156,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -4.346646308898926}, {'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'ce_score': -4.464960098266602}]",False
82,Acradis PAA Salary,Traffic Modelling,Temp Works Traffic Modeller,Classification: Acradis PAA Salary | Discipline: Traffic Modelling | Position: Temp Works Traffic Modeller,Traffic engineer,Ro_50_20_90,0.6244,-6.1784,"[{'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'ce_score': -6.205066680908203}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -8.387815475463867}]",False
83,Experienced engineer 2,Road Civil,Maintenance & Operational Centers,Classification: Experienced engineer 2 | Discipline: Road Civil | Position: Maintenance & Operational Centers,Civil engineer,Ro_50_20_11,0.5997,-4.4977,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -5.765604019165039}, {'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -5.916285991668701}]",False
84,Engineer 2,Road Civil,Road Engineer,Classification: Engineer 2 | Discipline: Road Civil | Position: Road Engineer,Civil engineer,Ro_50_20_11,0.6537,-0.949,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -1.6666254997253418}, {'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -3.2088093757629395}]",False
85,Acradis PAA Salary,Retaining Walls,Retaining Wall Lead,Classification: Acradis PAA Salary | Discipline: Retaining Walls | Position: Retaining Wall Lead,Party wall surveyor,Ro_30_30_60,0.379,-7.9689,"[{'title': 'Facilities manager', 'code': 'Ro_10_40_30', 'ce_score': -8.940376281738281}, {'title': 'Construction manager', 'code': 'Ro_70_65_15', 'ce_score': -9.036947250366211}]",False
86,Acradis PAA Salary,Flooding,Flood Modeller,Classification: Acradis PAA Salary | Discipline: Flooding | Position: Flood Modeller,Flood and coastal risk management officer,Ro_30_30_29,0.5654,-4.6977,"[{'title': 'Drainage engineer', 'code': 'Ro_50_20_28', 'ce_score': -6.631369590759277}, {'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -8.036031723022461}]",False
87,Experienced engineer 2,Project Management,Lead Cost Controller,Classification: Experienced engineer 2 | Discipline: Project Management | Position: Lead Cost Controller,Project lead,Ro_30_50_70,0.5924,-2.3541,"[{'title': 'Construction lead', 'code': 'Ro_30_50_19', 'ce_score': -3.848450183868408}, {'title': 'Project manager', 'code': 'Ro_30_10_67', 'ce_score': -4.499200820922852}]",False
88,Engineer 1,Geotechnical,Geotechnical Engineer,Classification: Engineer 1 | Discipline: Geotechnical | Position: Geotechnical Engineer,Geotechnical engineer,Ro_50_20_37,0.7739,3.2337,"[{'title': 'Geotechnical surveyor', 'code': 'Ro_70_10_33', 'ce_score': -0.17907710373401642}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -3.178865909576416}]",True
89,Acradis PAA Salary,Road Design,Road Designer - Optioneering,Classification: Acradis PAA Salary | Discipline: Road Design | Position: Road Designer - Optioneering,Urban designer,Ro_50_30_94,0.491,-7.2652,"[{'title': 'Landscape designer', 'code': 'Ro_50_30_48', 'ce_score': -7.417132377624512}, {'title': 'Principal designer', 'code': 'Ro_30_30_68', 'ce_score': -7.453099250793457}]",False
90,Acradis PAA Salary,Drafting,Road CAD,Classification: Acradis PAA Salary | Discipline: Drafting | Position: Road CAD,Highways engineer,Ro_50_20_41,0.41,-9.3966,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -9.581991195678711}, {'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -10.57518482208252}]",False
91,Acradis PAA Salary,Road Civil,Roads Lead South,Classification: Acradis PAA Salary | Discipline: Road Civil | Position: Roads Lead South,Civil engineer,Ro_50_20_11,0.4088,-8.9549,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -9.430573463439941}, {'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -9.863212585449219}]",False
92,Arcadis GEC,Road Design,Roads Designer,Classification: Arcadis GEC | Discipline: Road Design | Position: Roads Designer,Highways engineer,Ro_50_20_41,0.517,-6.6217,"[{'title': 'Architectural designer', 'code': 'Ro_50_10_04', 'ce_score': -6.805605888366699}, {'title': 'Landscape designer', 'code': 'Ro_50_30_48', 'ce_score': -7.047008514404297}]",False
93,Arcadis GEC,Road Design,Road Designer,Classification: Arcadis GEC | Discipline: Road Design | Position: Road Designer,Architectural designer,Ro_50_10_04,0.5047,-5.9756,"[{'title': 'Landscape designer', 'code': 'Ro_50_30_48', 'ce_score': -6.282667636871338}, {'title': 'Building designer', 'code': 'Ro_50_10_10', 'ce_score': -6.741501331329346}]",False
94,Acradis PAA Salary,Drafting,Pavement CAD,Classification: Acradis PAA Salary | Discipline: Drafting | Position: Pavement CAD,Traffic engineer,Ro_50_20_90,0.4235,-9.0366,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -9.869508743286133}, {'title': 'Contractor', 'code': 'Ro_30_10_20', 'ce_score': -10.050128936767578}]",False
95,Acradis PAA Salary,Lighting,Lighting Engineer/Designer,Classification: Acradis PAA Salary | Discipline: Lighting | Position: Lighting Engineer/Designer,Lighting designer,Ro_50_10_50,0.5487,-2.6511,"[{'title': 'Principal designer', 'code': 'Ro_30_30_68', 'ce_score': -5.2898759841918945}, {'title': 'Electrical services engineer', 'code': 'Ro_50_20_30', 'ce_score': -5.87758731842041}]",False
96,Arcadis GEC,Drafting,Principal CAD Technician,Classification: Arcadis GEC | Discipline: Drafting | Position: Principal CAD Technician,Principal designer,Ro_30_30_68,0.4853,-6.6695,"[{'title': 'Technician', 'code': 'Ro_10_10_88', 'ce_score': -7.8231658935546875}, {'title': 'Architectural technologist', 'code': 'Ro_50_10_05', 'ce_score': -8.852712631225586}]",False
97,Acradis PAA Salary,Structures,Cut and Cover Engineer - NTSP,Classification: Acradis PAA Salary | Discipline: Structures | Position: Cut and Cover Engineer - NTSP,Structural engineer,Ro_50_20_83,0.4386,-7.7551,"[{'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -9.193790435791016}, {'title': 'Commissioning engineer', 'code': 'Ro_30_10_17', 'ce_score': -9.40993595123291}]",False
98,Qualified drafter/modeller,Digital Engineering,Structures BIM Coordinator,Classification: Qualified drafter/modeller | Discipline: Digital Engineering | Position: Structures BIM Coordinator,Digital engineer,Ro_50_20_26,0.5658,-4.0362,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -6.619365215301514}, {'title': 'Building services engineer', 'code': 'Ro_50_20_08', 'ce_score': -7.5582966804504395}]",False
99,Acradis PAA Salary,Cut &amp; Covers,Cut&Cover IV,Classification: Acradis PAA Salary | Discipline: Cut &amp; Covers | Position: Cut&Cover IV,Associate,Ro_10_10_05,0.3574,-10.1657,"[{'title': 'Public health engineer', 'code': 'Ro_50_20_68', 'ce_score': -10.293769836425781}, {'title': 'Protection officer', 'code': 'Ro_70_65_66', 'ce_score': -10.533198356628418}]",False
100,Jacobs PAA Salary,Digital Engineering,Civil BIM Coordinator,Classification: Jacobs PAA Salary | Discipline: Digital Engineering | Position: Civil BIM Coordinator,Digital engineer,Ro_50_20_26,0.4737,-5.5206,"[{'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -6.251800537109375}, {'title': 'Telecommunication engineer', 'code': 'Ro_50_20_88', 'ce_score': -8.863826751708984}]",False
101,Jacobs PAA Salary,Digital Engineering,Civil BIM Coordinator,Classification: Jacobs PAA Salary | Discipline: Digital Engineering | Position: Civil BIM Coordinator,Digital engineer,Ro_50_20_26,0.4737,-5.5206,"[{'title': 'Civil engineer', 'code': 'Ro_50_20_11', 'ce_score': -6.251800537109375}, {'title': 'Telecommunication engineer', 'code': 'Ro_50_20_88', 'ce_score': -8.863826751708984}]",False
102,Jacobs PAA Salary,Road Civil,CAD Drafter - Roads - 4,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: CAD Drafter - Roads - 4,Highways engineer,Ro_50_20_41,0.4392,-9.2667,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -9.868650436401367}, {'title': 'Highways operative', 'code': 'Ro_70_70_37', 'ce_score': -9.907487869262695}]",False
103,Experienced engineer 1,Road Civil,"M&E, Civil and Structures Interface Manager","Classification: Experienced engineer 1 | Discipline: Road Civil | Position: M&E, Civil and Structures Interface Manager",Civil engineer,Ro_50_20_11,0.6563,-2.7523,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -4.22725772857666}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -4.982179641723633}]",False
104,Engineer 3,Road Civil,Road Furniture Engineer,Classification: Engineer 3 | Discipline: Road Civil | Position: Road Furniture Engineer,Civil engineer,Ro_50_20_11,0.6122,-2.7788,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -4.117951393127441}, {'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -4.783473491668701}]",False
105,Jacobs PAA Salary,Road Design,Road Designer - Zone 2,Classification: Jacobs PAA Salary | Discipline: Road Design | Position: Road Designer - Zone 2,Urban designer,Ro_50_30_94,0.47,-7.3985,"[{'title': 'Principal designer', 'code': 'Ro_30_30_68', 'ce_score': -7.417319297790527}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -7.508666515350342}]",False
106,Jacobs PAA Salary,Road Design,Road Design Lead - Zone 3,Classification: Jacobs PAA Salary | Discipline: Road Design | Position: Road Design Lead - Zone 3,Design lead,Ro_30_50_25,0.449,-4.4072,"[{'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -7.978823661804199}, {'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -8.245677947998047}]",False
107,Jacobs PAA Salary,Road Civil,Road Designer - Optioneering,Classification: Jacobs PAA Salary | Discipline: Road Civil | Position: Road Designer - Optioneering,Urban designer,Ro_50_30_94,0.4883,-7.9414,"[{'title': 'Principal designer', 'code': 'Ro_30_30_68', 'ce_score': -8.171443939208984}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -8.205854415893555}]",False
108,Technical Director,Road Civil,Road Designer - Traffic Staging,Classification: Technical Director | Discipline: Road Civil | Position: Road Designer - Traffic Staging,Civil engineer,Ro_50_20_11,0.6555,-3.8134,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -4.516057968139648}, {'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'ce_score': -4.818100929260254}]",False
109,Jacobs PAA Salary,Road Design,Road Designer - Traffic Staging,Classification: Jacobs PAA Salary | Discipline: Road Design | Position: Road Designer - Traffic Staging,Traffic engineer,Ro_50_20_90,0.5554,-6.2167,"[{'title': 'Principal designer', 'code': 'Ro_30_30_68', 'ce_score': -6.255490303039551}, {'title': 'Urban designer', 'code': 'Ro_50_30_94', 'ce_score': -6.4168171882629395}]",False
110,Jacobs PAA Salary,Drainage,Drainage Discipline IV,Classification: Jacobs PAA Salary | Discipline: Drainage | Position: Drainage Discipline IV,Drainage engineer,Ro_50_20_28,0.5535,-5.1166,"[{'title': 'Irrigation consultant', 'code': 'Ro_50_30_42', 'ce_score': -9.17521858215332}, {'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -9.649271011352539}]",False
111,Jacobs PAA Salary,Flooding,Flood Modelling Reviewer/IV,Classification: Jacobs PAA Salary | Discipline: Flooding | Position: Flood Modelling Reviewer/IV,Flood and coastal risk management officer,Ro_30_30_29,0.5607,-5.2921,"[{'title': 'Drainage engineer', 'code': 'Ro_50_20_28', 'ce_score': -7.108996868133545}, {'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -8.100516319274902}]",False
112,Jacobs PAA Salary,Flooding,Flood Modeller,Classification: Jacobs PAA Salary | Discipline: Flooding | Position: Flood Modeller,Flood and coastal risk management officer,Ro_30_30_29,0.5568,-4.3293,"[{'title': 'Drainage engineer', 'code': 'Ro_50_20_28', 'ce_score': -6.139224052429199}, {'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -7.678780555725098}]",False
113,Jacobs PAA Salary,Drainage,Drainage Engineer,Classification: Jacobs PAA Salary | Discipline: Drainage | Position: Drainage Engineer,Drainage engineer,Ro_50_20_28,0.6588,-1.3185,"[{'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -6.973073482513428}, {'title': 'Irrigation consultant', 'code': 'Ro_50_30_42', 'ce_score': -7.858554840087891}]",False
114,Jacobs PAA Salary,Drainage,Surface Drainage Lead,Classification: Jacobs PAA Salary | Discipline: Drainage | Position: Surface Drainage Lead,Drainage engineer,Ro_50_20_28,0.5195,-5.5756,"[{'title': 'Construction lead', 'code': 'Ro_30_50_19', 'ce_score': -7.8948893547058105}, {'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -9.514599800109863}]",False
115,Jacobs PAA Salary,Design Management,Surface Drainage Engineer,Classification: Jacobs PAA Salary | Discipline: Design Management | Position: Surface Drainage Engineer,Drainage engineer,Ro_50_20_28,0.6723,-3.9403,"[{'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -7.894862174987793}, {'title': 'Geotechnical engineer', 'code': 'Ro_50_20_37', 'ce_score': -8.12081241607666}]",False
116,Jacobs PAA Salary,Drainage,Surface Drainage Engineer,Classification: Jacobs PAA Salary | Discipline: Drainage | Position: Surface Drainage Engineer,Drainage engineer,Ro_50_20_28,0.6823,-2.303,"[{'title': 'Water services engineer', 'code': 'Ro_50_20_96', 'ce_score': -7.127187728881836}, {'title': 'Geotechnical engineer', 'code': 'Ro_50_20_37', 'ce_score': -7.80313777923584}]",False
117,Jacobs PAA Salary,Pavements,Pavement Engineer,Classification: Jacobs PAA Salary | Discipline: Pavements | Position: Pavement Engineer,Traffic engineer,Ro_50_20_90,0.5042,-5.0115,"[{'title': 'Structural engineer', 'code': 'Ro_50_20_83', 'ce_score': -5.263425827026367}, {'title': 'Highways engineer', 'code': 'Ro_50_20_41', 'ce_score': -5.720356464385986}]",False
118,Jacobs PAA Salary,Pavements,CAD Drafter - Roads,Classification: Jacobs PAA Salary | Discipline: Pavements | Position: CAD Drafter - Roads,Highways engineer,Ro_50_20_41,0.4631,-9.3303,"[{'title': 'Traffic engineer', 'code': 'Ro_50_20_90', 'ce_score': -9.426283836364746}, {'title': 'Traffic consultant', 'code': 'Ro_10_40_88', 'ce_score': -9.837410926818848}]",False
